policy_id,customer_id,policy_type,provider,premium_amount,coverage_amount,policy_duration_years,policy_start_year,policy_end_year,policy_risk_level,policy_status,customer_income,customer_credit_score,customer_employment
POL_219476,CUST_679092,travel,"Moore, Velez and Peterson",911,49500,6,2022,2028,high,inactive,72800,672,self-employed
POL_883498,CUST_844035,home,Oconnor-Bolton,2113,135000,2,2016,2018,medium,active,97595,690,employed
POL_649501,CUST_741627,health,Collins-Harris,2663,96800,10,2024,2034,low,active,76480,677,employed
POL_348079,CUST_130536,home,Reyes-Johnson,1560,150000,7,2019,2026,medium,active,73696,619,self-employed
POL_674407,CUST_130536,travel,Moran and Sons,1373,50000,3,2021,2024,low,inactive,73696,619,self-employed
POL_183838,CUST_386660,health,Green and Sons,1388,96800,1,2019,2020,low,active,94526,657,employed
POL_323158,CUST_652931,health,Sandoval-Collins,2451,71280,8,2018,2026,medium,active,59905,731,retired
POL_176551,CUST_206694,health,Ferrell PLC,3479,91476,4,2017,2021,medium,active,20434,719,retired
POL_566743,CUST_206694,travel,Richard-Merritt,1583,49500,3,2023,2026,low,active,20434,719,retired
POL_473853,CUST_654695,auto,Gibson-Dominguez,979,24750,2,2018,2020,medium,active,63331,710,self-employed
POL_142598,CUST_654695,travel,Cook-Schmidt,946,55000,6,2016,2022,high,active,63331,710,self-employed
POL_155053,CUST_282586,life,Oneal-Williams,1939,81000,4,2023,2027,low,active,58943,640,employed
POL_626778,CUST_282586,travel,"Elliott, Mullen and Case",882,45000,10,2021,2031,medium,inactive,58943,640,employed
POL_512383,CUST_786789,health,Carter PLC,1251,66000,10,2015,2025,low,active,72263,689,employed
POL_475337,CUST_786789,home,"Edwards, West and Howell",822,150000,4,2018,2022,high,active,72263,689,employed
POL_813504,CUST_307684,home,"Carney, Guzman and Powell",2932,150000,1,2020,2021,high,active,44019,569,employed
POL_710796,CUST_307684,travel,Green LLC,823,50000,4,2024,2028,medium,active,44019,569,employed
POL_908900,CUST_187564,life,Smith-Harris,1431,182952,7,2017,2024,high,active,39475,710,retired
POL_361749,CUST_683402,home,Bell-Jenkins,1009,165000,4,2017,2021,medium,inactive,81007,785,employed
POL_180157,CUST_234612,life,Chapman-Lara,2862,166320,8,2023,2031,low,active,31008,611,retired
POL_968346,CUST_348595,health,Miranda PLC,2015,84700,8,2015,2023,low,active,57046,664,employed
POL_471991,CUST_139539,health,Lucas Inc,2022,79200,9,2021,2030,low,inactive,47393,719,retired
POL_168815,CUST_139539,travel,Clayton and Sons,600,50000,10,2024,2034,medium,inactive,47393,719,retired
POL_782848,CUST_273669,life,Johnson-Taylor,1374,169400,5,2019,2024,medium,active,54067,775,employed
POL_486526,CUST_441400,life,Khan Inc,1785,159720,1,2020,2021,high,active,116197,673,employed
POL_815420,CUST_441400,auto,"Kelley, Kim and Powell",1130,27225,1,2022,2023,medium,inactive,116197,673,employed
POL_966955,CUST_387587,auto,Camacho LLC,2697,9450,5,2021,2026,low,active,80097,581,self-employed
POL_842409,CUST_387587,home,Bowen-Shaw,2737,135000,3,2023,2026,high,active,80097,581,self-employed
POL_252796,CUST_208325,life,Steele PLC,1392,169400,1,2015,2016,medium,inactive,80543,706,employed
POL_155897,CUST_208325,auto,Woods PLC,1226,24750,6,2018,2024,medium,inactive,80543,706,employed
POL_842669,CUST_681137,health,Jackson-Li,763,84700,10,2015,2025,high,active,74113,822,self-employed
POL_812695,CUST_919623,life,Johnson Ltd,1923,138600,8,2021,2029,high,active,65414,716,self-employed
POL_276883,CUST_846452,life,King-Oliver,2033,118800,3,2017,2020,medium,active,30575,698,self-employed
POL_633931,CUST_583792,auto,Garrett Group,1096,9450,4,2020,2024,medium,active,51860,719,self-employed
POL_187384,CUST_624672,auto,Maddox-Allison,1292,10395,8,2024,2032,high,active,32810,699,self-employed
POL_157318,CUST_168102,health,"Cummings, Cortez and Griffin",3555,62370,8,2023,2031,medium,inactive,30310,651,self-employed
POL_936727,CUST_168102,travel,Simmons Inc,1958,40500,8,2021,2029,medium,active,30310,651,self-employed
POL_303990,CUST_415338,travel,"Bates, Atkinson and Morris",2462,49500,2,2020,2022,low,active,86776,749,employed
POL_884799,CUST_866400,home,Hardin-Dean,948,135000,4,2020,2024,high,active,63631,713,employed
POL_272539,CUST_488878,auto,Moore Group,2567,20250,3,2018,2021,low,active,25075,701,retired
POL_758531,CUST_488878,home,Kelly-Moreno,1937,135000,10,2024,2034,high,active,25075,701,retired
POL_470834,CUST_643893,travel,"Miller, Pierce and Johnson",792,49500,6,2023,2029,low,active,54694,641,retired
POL_807383,CUST_453096,life,"Diaz, Knight and Schultz",3252,184800,2,2016,2018,medium,inactive,51346,778,retired
POL_184059,CUST_453096,travel,Palmer PLC,1804,55000,5,2021,2026,medium,active,51346,778,retired
POL_625876,CUST_437546,home,"Woods, Chavez and Lambert",1417,150000,4,2017,2021,medium,active,46020,739,employed
POL_408319,CUST_363392,life,Jimenez Ltd,1357,169400,2,2020,2022,medium,active,44359,760,self-employed
POL_153511,CUST_363392,travel,Johnson and Sons,1949,55000,1,2017,2018,low,active,44359,760,self-employed
POL_160958,CUST_972714,health,"Mercer, Perkins and Owen",1285,88000,3,2016,2019,low,active,77051,670,employed
POL_670556,CUST_972714,home,Bailey-Kaiser,1052,150000,7,2022,2029,high,inactive,77051,670,employed
POL_443711,CUST_785903,auto,"Wallace, Clay and Jensen",2128,24750,9,2020,2029,low,active,87934,653,self-employed
POL_240267,CUST_226783,health,"Fuller, Anderson and Johnson",2497,104544,4,2018,2022,medium,active,26897,654,retired
POL_145195,CUST_226783,travel,Buchanan Inc,1542,49500,1,2020,2021,high,active,26897,654,retired
POL_170824,CUST_737428,auto,Miller-Ross,2683,10395,2,2022,2024,medium,active,30251,593,retired
POL_448573,CUST_796739,home,Camacho Ltd,1006,135000,3,2021,2024,medium,active,31996,728,retired
POL_360834,CUST_796739,travel,"Ward, Sanchez and Lewis",1215,45000,2,2018,2020,medium,active,31996,728,retired
POL_759506,CUST_791773,home,Wallace-May,1049,135000,5,2015,2020,low,active,40689,590,employed
POL_272510,CUST_223305,life,Wang-Davis,3258,211200,2,2016,2018,high,active,50808,626,retired
POL_473212,CUST_890787,health,Baker LLC,1342,59400,1,2022,2023,low,active,76928,694,self-employed
POL_133193,CUST_890787,auto,"Lowery, Prince and Johnson",2055,9450,4,2019,2023,medium,active,76928,694,self-employed
POL_973260,CUST_793148,life,Roberts-Kelly,1621,176000,2,2024,2026,high,active,90227,690,employed
POL_176427,CUST_793148,auto,Nguyen and Sons,1087,22500,2,2023,2025,high,active,90227,690,employed
POL_881549,CUST_501954,life,Wilson Inc,2728,169400,8,2015,2023,medium,active,81417,680,employed
POL_196262,CUST_501954,home,Obrien and Sons,834,165000,2,2024,2026,medium,active,81417,680,employed
POL_301929,CUST_954392,health,Flores PLC,2642,88000,6,2021,2027,low,active,85783,637,self-employed
POL_117656,CUST_922674,health,Vargas LLC,2851,40500,7,2024,2031,low,active,15154,629,student
POL_359799,CUST_922674,travel,Hall Ltd,2025,45000,4,2021,2025,high,active,15154,629,student
POL_368883,CUST_911115,health,Meyers-Barrett,2218,96800,4,2023,2027,high,active,46847,666,self-employed
POL_990025,CUST_911115,life,Sandoval-Townsend,675,193600,7,2021,2028,low,active,46847,666,self-employed
POL_644440,CUST_129501,health,"Marsh, Benton and Gilbert",1694,85536,4,2016,2020,medium,inactive,35708,718,retired
POL_155937,CUST_129501,auto,Allen-Mitchell,2585,8505,7,2017,2024,low,active,35708,718,retired
POL_665432,CUST_321151,health,Barnes-Arellano,1119,84700,10,2017,2027,low,active,70418,646,self-employed
POL_175152,CUST_321151,life,Johnson-Alexander,1556,169400,3,2024,2027,high,active,70418,646,self-employed
POL_753930,CUST_885686,life,Baker Ltd,2104,154000,6,2022,2028,low,inactive,57047,710,employed
POL_186967,CUST_885686,travel,Ramirez Inc,2560,55000,10,2021,2031,medium,active,57047,710,employed
POL_656089,CUST_106634,health,Martinez LLC,2800,83160,1,2020,2021,low,active,34265,778,retired
POL_991966,CUST_329158,auto,Payne Ltd,1899,24750,4,2015,2019,low,active,55509,735,retired
POL_434758,CUST_722036,auto,Santiago LLC,1865,24750,4,2021,2025,medium,active,87049,675,employed
POL_546092,CUST_422448,travel,Cunningham and Sons,920,49500,10,2020,2030,medium,active,73834,715,employed
POL_310303,CUST_208033,life,Avery LLC,2352,118800,1,2021,2022,low,inactive,68724,685,self-employed
POL_843587,CUST_208033,travel,"Norman, Marshall and Price",2317,45000,1,2019,2020,high,active,68724,685,self-employed
POL_351960,CUST_996837,health,"Jones, Petersen and Moody",3080,69300,5,2019,2024,low,active,45198,700,employed
POL_693259,CUST_996837,home,Rodriguez Inc,1410,135000,5,2023,2028,low,active,45198,700,employed
POL_542778,CUST_518019,travel,"Warner, Riley and Williams",811,55000,9,2018,2027,medium,active,84477,680,employed
POL_944745,CUST_587498,life,"Hamilton, Sims and Martin",2672,158400,1,2024,2025,high,active,81932,690,self-employed
POL_820717,CUST_587498,auto,Adams LLC,2603,9450,6,2017,2023,low,active,81932,690,self-employed
POL_666953,CUST_197542,life,Smith Ltd,1257,176000,7,2022,2029,medium,active,42699,712,self-employed
POL_542555,CUST_640964,health,Ruiz Ltd,1568,87120,4,2018,2022,medium,active,39839,640,self-employed
POL_295774,CUST_435050,life,Nelson Inc,1589,132000,5,2023,2028,medium,active,65592,616,self-employed
POL_390255,CUST_431875,health,Blackburn Inc,2391,88000,2,2017,2019,medium,inactive,51141,603,self-employed
POL_422975,CUST_179668,life,Edwards Ltd,1373,138600,4,2020,2024,low,inactive,31368,626,self-employed
POL_226735,CUST_179668,travel,"Woods, Gross and Edwards",822,45000,8,2023,2031,low,active,31368,626,self-employed
POL_866115,CUST_862676,health,Jenkins-Mccoy,2717,79200,3,2015,2018,low,active,66111,709,employed
POL_677145,CUST_862676,home,Holmes Group,2512,135000,3,2024,2027,low,active,66111,709,employed
POL_610947,CUST_570750,life,Smith PLC,1267,145200,4,2015,2019,low,active,49253,646,employed
POL_978217,CUST_395266,life,"Mann, Hall and Carter",1456,176000,3,2022,2025,high,inactive,52533,730,self-employed
POL_734650,CUST_124955,home,Davis Inc,1865,150000,9,2023,2032,low,active,99693,702,employed
POL_470828,CUST_846857,life,Sheppard Inc,2553,81000,1,2023,2024,medium,active,83824,581,employed
POL_517927,CUST_257041,home,Rosario-Bell,1839,135000,10,2018,2028,low,active,82102,739,employed
POL_358938,CUST_257041,travel,Vargas-Jones,1017,45000,1,2020,2021,high,active,82102,739,employed
POL_500126,CUST_760052,health,"Ayala, Watson and Gomez",1712,72600,3,2023,2026,medium,inactive,55584,748,employed
POL_337167,CUST_760052,auto,"Bean, Alvarez and Morris",487,11550,9,2024,2033,low,active,55584,748,employed
POL_141864,CUST_260655,health,Krueger Ltd,1312,66000,6,2023,2029,low,active,72132,640,self-employed
POL_594408,CUST_260655,life,"Edwards, Johnson and Lang",1528,132000,5,2021,2026,medium,active,72132,640,self-employed
POL_332194,CUST_620990,health,Peterson-Montoya,2812,88000,3,2015,2018,medium,active,83581,725,self-employed
POL_149321,CUST_620990,travel,Lewis and Sons,851,50000,5,2017,2022,low,active,83581,725,self-employed
POL_225578,CUST_949087,health,Vega-Newman,2772,92400,6,2019,2025,high,active,52885,648,retired
POL_472006,CUST_949087,travel,"Bush, Cohen and Rodriguez",533,50000,6,2023,2029,high,active,52885,648,retired
POL_380135,CUST_756234,health,"Sullivan, Sharp and Fleming",1708,66000,4,2020,2024,high,active,55056,705,employed
POL_369389,CUST_756234,life,Stephens and Sons,1615,132000,2,2023,2025,high,inactive,55056,705,employed
POL_354498,CUST_813847,life,"Lambert, Davis and Trevino",1980,138600,10,2019,2029,high,active,51178,624,self-employed
POL_940508,CUST_353721,health,"Campbell, Foster and Maynard",3888,104544,9,2023,2032,low,active,39383,592,retired
POL_781130,CUST_353721,travel,Rodriguez Group,2933,49500,7,2017,2024,medium,active,39383,592,retired
POL_326349,CUST_635413,health,Campbell-Davis,626,50000,5,2021,2026,high,active,74614,677,employed
POL_163819,CUST_635413,life,Woods Inc,1699,100000,4,2017,2021,high,active,74614,677,employed
POL_826737,CUST_831528,home,Valentine PLC,909,135000,1,2022,2023,high,active,75303,692,employed
POL_847252,CUST_201246,life,"Gomez, Best and Dominguez",1381,158400,5,2020,2025,high,active,43672,676,retired
POL_213225,CUST_201246,auto,Martin-Thomas,1170,10500,5,2016,2021,high,active,43672,676,retired
POL_652429,CUST_947953,travel,Ramirez-Combs,672,55000,8,2024,2032,medium,active,60527,676,employed
POL_770020,CUST_613028,travel,"Rowland, Fox and Oconnor",1959,50000,1,2019,2020,medium,active,60346,716,self-employed
POL_222887,CUST_252523,life,Hicks-Roberts,2496,184800,9,2020,2029,low,active,42645,697,retired
POL_939083,CUST_252523,travel,Lang and Sons,1656,50000,3,2024,2027,medium,inactive,42645,697,retired
POL_458893,CUST_698680,health,"Herrera, Mccoy and Boyer",2789,72600,10,2017,2027,medium,active,62900,710,self-employed
POL_143185,CUST_698680,home,"Bennett, Garcia and Hamilton",1432,165000,10,2019,2029,low,active,62900,710,self-employed
POL_863505,CUST_158880,health,Baker-Fox,2033,49500,3,2019,2022,low,inactive,105318,659,employed
POL_759300,CUST_966904,health,Mendez LLC,1950,64152,2,2018,2020,medium,active,36729,770,retired
POL_117397,CUST_410356,health,"Burgess, Reed and Lewis",3085,71280,1,2024,2025,low,active,48841,629,retired
POL_813372,CUST_410356,travel,Hampton-Blanchard,2442,45000,2,2023,2025,low,active,48841,629,retired
POL_147948,CUST_197992,travel,Myers Group,1698,50000,7,2022,2029,medium,active,62455,729,employed
POL_550603,CUST_787078,life,Olsen Ltd,1615,154000,8,2024,2032,medium,active,64113,770,self-employed
POL_918487,CUST_227399,health,"Robinson, Williamson and Webb",2910,59400,5,2024,2029,low,active,75241,728,self-employed
POL_145368,CUST_227399,life,Lee-Martin,2196,118800,6,2022,2028,high,active,75241,728,self-employed
POL_663201,CUST_103924,health,Moore-Medina,1016,66000,2,2015,2017,low,active,79325,687,employed
POL_632254,CUST_103924,travel,"Long, Mclaughlin and Evans",2263,55000,2,2019,2021,low,inactive,79325,687,employed
POL_814350,CUST_619852,health,Morse-Ramirez,2240,77000,4,2020,2024,high,active,94557,668,employed
POL_602908,CUST_385806,auto,"Rodgers, Torres and Perez",1510,8505,7,2017,2024,low,active,23329,762,retired
POL_145613,CUST_385806,travel,Stevens-Wilson,2517,40500,5,2018,2023,low,inactive,23329,762,retired
POL_904249,CUST_348949,home,"Horton, Cuevas and Barnes",2094,150000,5,2020,2025,medium,active,52903,614,retired
POL_852398,CUST_457451,health,Young-Walker,1123,84700,8,2022,2030,medium,inactive,63927,641,employed
POL_308126,CUST_457451,home,Johnston-Miller,2082,165000,5,2020,2025,high,active,63927,641,employed
POL_990041,CUST_477031,auto,"Holloway, Holmes and Harris",1497,10395,6,2024,2030,high,active,38935,676,retired
POL_558006,CUST_386520,health,Fleming-Garcia,1071,72600,6,2024,2030,high,active,85774,774,employed
POL_786554,CUST_386520,life,"Shannon, Armstrong and Fuentes",1894,145200,5,2019,2024,high,active,85774,774,employed
POL_155346,CUST_351531,life,Henderson PLC,2489,158400,7,2015,2022,low,active,66287,641,self-employed
POL_680003,CUST_442770,home,Mckinney-Taylor,2224,135000,3,2017,2020,medium,active,56602,681,retired
POL_120009,CUST_721117,life,Nunez Group,1667,138600,5,2021,2026,medium,active,60963,663,self-employed
POL_108685,CUST_125464,home,Garcia-Miranda,2172,165000,8,2023,2031,medium,active,58360,657,self-employed
POL_749767,CUST_125464,travel,Fletcher PLC,1152,60500,6,2019,2025,low,active,58360,657,self-employed
POL_401082,CUST_884118,life,"Blake, Perez and Rose",1827,145200,9,2022,2031,low,active,77344,758,employed
POL_354685,CUST_884118,home,"Allen, Powell and Thornton",1521,165000,5,2023,2028,high,active,77344,758,employed
POL_428809,CUST_972128,travel,"Lewis, Lane and Mckay",1050,55000,2,2023,2025,medium,active,88933,617,self-employed
POL_358167,CUST_595990,life,"Goodman, Lambert and Miller",793,193600,8,2015,2023,medium,active,50712,796,employed
POL_130843,CUST_338357,home,Meyer-Miller,1888,181500,2,2020,2022,low,active,101203,749,employed
POL_655468,CUST_920359,auto,"Thomas, Thomas and Young",651,10500,7,2017,2024,low,active,74035,765,employed
POL_748606,CUST_116134,health,"Gonzalez, Whitney and Weber",1126,77000,4,2024,2028,high,inactive,78681,672,employed
POL_599379,CUST_434695,life,Gonzalez-Smith,1981,145200,1,2019,2020,high,active,63821,691,self-employed
POL_823655,CUST_434695,travel,"Powell, Nguyen and Harris",790,60500,7,2019,2026,high,active,63821,691,self-employed
POL_296886,CUST_760584,auto,Smith-Smith,2486,9450,4,2020,2024,high,active,47986,614,self-employed
POL_557033,CUST_760584,travel,Moss Inc,688,45000,6,2015,2021,low,inactive,47986,614,self-employed
POL_347204,CUST_511512,health,Brown-Fuller,1543,55000,2,2021,2023,medium,active,111529,668,employed
POL_614187,CUST_511512,life,Martinez and Sons,1154,110000,3,2017,2020,medium,active,111529,668,employed
POL_524441,CUST_494582,life,Brady-Smith,3272,203280,6,2022,2028,medium,active,59132,729,retired
POL_605916,CUST_337902,life,"Jones, Thompson and Wong",1995,132000,2,2015,2017,high,active,84320,777,employed
POL_715521,CUST_370558,health,Freeman-Thomas,3160,79200,2,2023,2025,low,active,41267,633,self-employed
POL_828194,CUST_370558,travel,"Cruz, Obrien and Martinez",2645,45000,2,2021,2023,low,active,41267,633,self-employed
POL_393208,CUST_355443,auto,Walton-Holland,1175,22275,10,2024,2034,medium,active,106962,678,employed
POL_957693,CUST_355443,home,Harris LLC,540,148500,7,2015,2022,low,inactive,106962,678,employed
POL_109348,CUST_527935,health,Hart-Barton,912,55000,9,2022,2031,medium,active,60992,690,employed
POL_395919,CUST_527935,life,"Hernandez, Smith and Smith",2148,110000,10,2023,2033,medium,active,60992,690,employed
POL_551550,CUST_981003,home,"Oliver, Phillips and Wright",2223,135000,2,2024,2026,low,inactive,40843,616,employed
POL_980212,CUST_981003,travel,Nelson-Day,2695,45000,3,2015,2018,medium,active,40843,616,employed
POL_926694,CUST_491792,life,Ibarra PLC,1282,81000,6,2023,2029,medium,active,45242,735,employed
POL_660750,CUST_491792,travel,"Gonzalez, Gilmore and Padilla",1277,45000,8,2017,2025,low,active,45242,735,employed
POL_200773,CUST_956886,home,Sims LLC,1213,150000,7,2023,2030,high,active,93600,656,employed
POL_374024,CUST_695271,auto,Christensen PLC,1785,20250,2,2022,2024,high,inactive,46575,688,retired
POL_431144,CUST_695271,home,Conner-Brown,806,135000,10,2022,2032,medium,inactive,46575,688,retired
POL_116901,CUST_403941,health,Fernandez Group,1567,71280,3,2016,2019,low,active,33555,672,self-employed
POL_982567,CUST_403941,travel,"Johnson, Anderson and Holland",2520,40500,2,2017,2019,medium,active,33555,672,self-employed
POL_487470,CUST_164803,health,Buckley-Herring,805,84700,2,2020,2022,low,inactive,97064,652,employed
POL_208613,CUST_164803,life,"Long, Miller and Martin",1857,169400,7,2019,2026,high,active,97064,652,employed
POL_231456,CUST_702734,travel,"Mitchell, Warren and Perez",2242,55000,10,2015,2025,medium,active,109977,699,employed
POL_400758,CUST_448637,health,Cunningham-Roberts,863,95040,8,2016,2024,high,active,38270,687,retired
POL_612368,CUST_448637,home,"Martin, Carpenter and Horton",948,135000,5,2024,2029,high,active,38270,687,retired
POL_689102,CUST_653954,health,Ryan Ltd,1760,55000,6,2020,2026,medium,active,47981,677,self-employed
POL_507612,CUST_653954,life,Ortiz-Johnson,1154,110000,4,2016,2020,low,inactive,47981,677,self-employed
POL_487348,CUST_800766,life,Anderson-Mitchell,800,132000,2,2016,2018,medium,active,79851,656,employed
POL_502418,CUST_800766,auto,Deleon PLC,1401,10500,4,2021,2025,low,inactive,79851,656,employed
POL_790438,CUST_973837,health,Smith-Murphy,1783,71280,4,2015,2019,low,active,59665,719,retired
POL_143837,CUST_977720,life,"Oneal, Colon and Brown",1603,110000,9,2024,2033,high,active,60484,799,employed
POL_709940,CUST_977720,home,Blair PLC,1121,165000,7,2023,2030,medium,active,60484,799,employed
POL_130833,CUST_142336,life,Mckay-Morris,998,145200,3,2024,2027,high,active,98173,708,employed
POL_687782,CUST_892073,home,Farrell-Brown,1298,165000,3,2017,2020,high,inactive,76493,759,self-employed
POL_827723,CUST_687485,health,Patel-Banks,2394,59400,5,2017,2022,high,active,78223,616,self-employed
POL_144180,CUST_781593,health,Fox and Sons,2662,44550,5,2024,2029,medium,active,106481,709,employed
POL_542992,CUST_781593,life,Morris-Olsen,1462,89100,4,2020,2024,high,active,106481,709,employed
POL_987275,CUST_259599,health,"Thompson, Brooks and Daugherty",792,59400,6,2023,2029,medium,active,31238,634,self-employed
POL_336125,CUST_747969,health,Norton-Gross,1754,79200,10,2018,2028,medium,active,76412,611,employed
POL_166986,CUST_858382,health,"Coleman, Newton and Farrell",1719,55000,5,2021,2026,medium,active,47563,655,self-employed
POL_566587,CUST_435275,home,Crane-Knapp,2055,135000,10,2018,2028,high,active,92794,771,employed
POL_583374,CUST_435275,travel,"Atkins, Johnson and Torres",893,45000,2,2016,2018,high,active,92794,771,employed
POL_170999,CUST_181092,auto,Salazar Inc,1525,10500,5,2022,2027,low,active,81400,757,employed
POL_538871,CUST_643688,life,"Gonzales, Jordan and Murphy",1638,145200,9,2015,2024,low,active,62128,714,self-employed
POL_537977,CUST_962388,travel,Jones-Gardner,1905,40500,4,2015,2019,medium,active,24447,608,retired
POL_297865,CUST_743825,life,Liu LLC,1834,110000,8,2015,2023,medium,active,57684,688,employed
POL_491840,CUST_635836,life,"Mendez, Holland and Powers",2166,100000,8,2019,2027,medium,active,44930,718,employed
POL_991625,CUST_883978,travel,Obrien Ltd,822,60500,4,2020,2024,high,active,66542,710,self-employed
POL_323852,CUST_190079,life,Price and Sons,1919,90000,1,2018,2019,medium,inactive,30729,589,self-employed
POL_760134,CUST_188545,life,Caldwell-Martinez,2740,152460,10,2018,2028,low,active,35441,646,self-employed
POL_583076,CUST_188545,travel,Armstrong Ltd,774,49500,10,2016,2026,high,active,35441,646,self-employed
POL_492437,CUST_478164,life,Herrera PLC,1378,158400,10,2022,2032,low,active,42941,696,retired
POL_998712,CUST_478164,auto,Turner-Martinez,1776,22500,9,2019,2028,high,active,42941,696,retired
POL_748111,CUST_695438,travel,Gould-Underwood,1638,49500,6,2017,2023,high,active,31037,732,self-employed
POL_976524,CUST_267279,life,Johnson and Sons,2962,145200,4,2021,2025,low,active,91007,568,employed
POL_770656,CUST_995459,home,Walsh Inc,2677,135000,3,2020,2023,medium,active,37002,690,retired
POL_428025,CUST_663548,travel,Richardson-Salazar,1544,45000,4,2017,2021,high,active,40595,708,retired
POL_716795,CUST_758109,auto,Davis-Steele,769,9450,9,2017,2026,high,active,75731,750,self-employed
POL_695758,CUST_388480,travel,"Monroe, Johnson and Palmer",1134,60500,4,2018,2022,medium,active,77906,741,self-employed
POL_835925,CUST_381091,home,"Rodriguez, Frederick and Carter",2335,135000,8,2023,2031,medium,active,94638,734,employed
POL_252952,CUST_381091,travel,Montgomery LLC,800,45000,8,2022,2030,high,active,94638,734,employed
POL_500306,CUST_742725,life,Clarke-Crawford,3384,138600,3,2018,2021,low,active,43182,652,self-employed
POL_740898,CUST_481167,travel,Carr-Manning,2426,60500,8,2022,2030,medium,active,62121,585,employed
POL_792094,CUST_714600,health,Richardson and Sons,2437,79200,3,2015,2018,low,active,72486,676,self-employed
POL_404470,CUST_714600,travel,Williams-Hester,573,45000,5,2020,2025,low,active,72486,676,self-employed
POL_563798,CUST_603313,auto,Howard LLC,906,10395,2,2020,2022,high,inactive,38327,760,student
POL_603913,CUST_940212,health,"Buck, Baker and White",2295,87120,4,2021,2025,high,inactive,51283,783,retired
POL_815789,CUST_940212,auto,Moss-Villa,626,11550,10,2024,2034,low,active,51283,783,retired
POL_628704,CUST_307852,health,Jimenez LLC,2359,84700,7,2016,2023,medium,active,46335,742,self-employed
POL_864074,CUST_645827,life,Moore PLC,2388,193600,7,2017,2024,low,inactive,59215,725,employed
POL_260992,CUST_623959,life,Jenkins LLC,2541,138600,7,2020,2027,medium,active,33042,722,retired
POL_324765,CUST_530718,health,Thompson and Sons,2548,40500,1,2018,2019,medium,inactive,57825,666,employed
POL_488958,CUST_990401,travel,"Murphy, Holmes and Jackson",1119,49500,8,2019,2027,high,active,78515,692,self-employed
POL_992697,CUST_801596,life,"Graves, Martinez and Good",1733,176000,7,2015,2022,low,active,81420,800,employed
POL_812544,CUST_801596,travel,Park-Green,1503,55000,9,2017,2026,low,active,81420,800,employed
POL_260045,CUST_418741,health,Howard-Charles,2602,62370,3,2020,2023,high,active,31113,643,retired
POL_969197,CUST_418741,home,Adams and Sons,2977,121500,2,2020,2022,high,active,31113,643,retired
POL_425131,CUST_526414,auto,White-Lowery,1904,10500,1,2016,2017,medium,active,52702,796,retired
POL_330966,CUST_526414,home,"Mcpherson, Tyler and Lee",1908,150000,6,2023,2029,high,active,52702,796,retired
POL_137689,CUST_337374,travel,"Johnson, Ashley and Ramos",2651,45000,9,2019,2028,medium,inactive,52785,680,retired
POL_884321,CUST_420800,life,Jackson-Thornton,1976,158400,1,2024,2025,low,active,50172,779,self-employed
POL_171502,CUST_417436,health,Sanchez-Walker,2987,79200,8,2021,2029,low,active,86526,615,employed
POL_704938,CUST_250155,life,Lambert PLC,2551,158400,9,2019,2028,high,active,40791,735,retired
POL_921379,CUST_250155,auto,Klein Ltd,1502,10500,2,2015,2017,medium,active,40791,735,retired
POL_729260,CUST_239455,auto,"Mccullough, Gonzalez and Schultz",674,10500,9,2018,2027,medium,active,85003,655,self-employed
POL_659658,CUST_239455,travel,King-Herman,1519,50000,7,2023,2030,high,active,85003,655,self-employed
POL_248801,CUST_521286,health,Williams Inc,1363,59400,9,2019,2028,low,active,58345,615,employed
POL_943349,CUST_521286,home,Brooks LLC,2467,135000,2,2018,2020,high,active,58345,615,employed
POL_354507,CUST_241786,health,Merritt and Sons,2918,77000,10,2015,2025,high,active,77421,713,self-employed
POL_477713,CUST_181563,home,Nguyen Inc,1453,135000,9,2023,2032,medium,active,51216,760,retired
POL_979943,CUST_386877,home,Newton-Harmon,815,148500,4,2022,2026,medium,active,108724,649,employed
POL_786273,CUST_842478,home,Kelley Inc,700,165000,1,2023,2024,low,active,111198,610,employed
POL_952110,CUST_841982,life,Leach PLC,1340,193600,10,2017,2027,high,inactive,53881,694,self-employed
POL_974389,CUST_822948,travel,Hayden-Hicks,2274,45000,3,2022,2025,low,active,39931,694,self-employed
POL_933125,CUST_313545,health,"Arroyo, Hale and Barry",3975,74844,4,2015,2019,high,active,38203,732,retired
POL_478340,CUST_313545,travel,"Gutierrez, Carson and Martin",836,40500,10,2018,2028,high,active,38203,732,retired
POL_470057,CUST_484123,life,Sweeney-Guerrero,1508,158400,6,2021,2027,low,active,46191,756,employed
POL_358706,CUST_162025,travel,Johnson LLC,1160,60500,3,2022,2025,medium,active,76803,696,employed
POL_632080,CUST_269267,home,"Williams, Ramirez and Gibson",1474,165000,2,2019,2021,medium,active,87299,811,self-employed
POL_182349,CUST_268642,home,Key-Bolton,2410,135000,1,2018,2019,low,active,54217,713,retired
POL_282655,CUST_268642,travel,"Robinson, Jones and Mitchell",970,49500,10,2017,2027,low,inactive,54217,713,retired
POL_487640,CUST_914291,life,"Olsen, Hood and Smith",2131,169400,6,2022,2028,medium,active,60321,679,employed
POL_575008,CUST_969094,travel,Rodriguez-Harris,2376,50000,6,2016,2022,high,active,49960,603,retired
POL_461638,CUST_101978,auto,Levine-Webb,1482,10500,6,2023,2029,medium,active,74110,684,employed
POL_564935,CUST_101978,travel,Garcia PLC,529,55000,8,2018,2026,medium,active,74110,684,employed
